0.001	0.00011483200627460386
0.002	0.00022976941938832737
0.003	0.00034481263893988213
0.004	0.00045996187208579556
0.005	0.0005752173265894586
0.006	0.0006905792108236724
0.007	0.0008060477337727822
0.008	0.0009216231050352687
0.009000000000000001	0.0010373055348260611
0.010000000000000002	0.001153095233979104
0.011	0.0012689924139495739
0.012	0.0013849972868167362
0.013000000000000001	0.001501110065285678
0.014000000000000002	0.0016173309626908415
0.015	0.001733660192997325
0.016	0.0018500979708044071
0.017	0.0019666445113472987
0.018000000000000002	0.0020833000305004457
0.019000000000000003	0.0022000647447792403
0.02	0.002316938871343004
0.021	0.002433922627997674
0.022000000000000002	0.0025510162331981306
0.023	0.0026682199060508328
0.024	0.00278553386631651
0.025	0.0029029583344126865
0.026000000000000002	0.0030204935314163818
0.027000000000000003	0.003138139679066778
0.028	0.003255896999767667
0.029	0.0033737657165903777
0.030000000000000002	0.0034917460532764323
0.031	0.003609838234240004
0.032	0.003728042484570934
0.033	0.00384635903003715
0.034	0.003964788097087682
0.035	0.004083329912855392
0.036000000000000004	0.004201984705159423
0.037000000000000005	0.004320752702508221
0.038	0.004439634134102523
0.039	0.0045586292298378135
0.04	0.004677738220307086
0.041	0.00479696133680427
0.042	0.004916298811326439
0.043000000000000003	0.005035750876576802
0.044000000000000004	0.005155317765968129
0.045	0.005274999713624643
0.046	0.00539479695438615
0.047	0.005514709723809693
0.048	0.005634738258173605
0.049	0.00575488279447965
0.05	0.005875143570456558
0.051000000000000004	0.005995520824562784
0.052000000000000005	0.006116014795989104
0.053000000000000005	0.0062366257246625504
0.054	0.006357353851248493
0.055	0.006478199417154389
0.056	0.00659916266453246
0.057	0.006720243836282895
0.058	0.0068414431760569615
0.059000000000000004	0.0069627609282599924
0.060000000000000005	0.00708419733805453
0.061	0.007205752651363868
0.062	0.007327427114874539
0.063	0.0074492209760401405
0.064	0.007571134483083932
0.065	0.0076931678850024315
0.066	0.00781532143156877
0.067	0.007937595373335422
0.068	0.008059989961637927
0.069	0.008182505448597817
0.07	0.008305142087126325
0.07100000000000001	0.00842790013092719
0.07200000000000001	0.008550779834500656
0.07300000000000001	0.008673781453145967
0.074	0.008796905242965452
0.075	0.008920151460867649
0.076	0.0090435203645706
0.077	0.009167012212605354
0.078	0.009290627264319437
0.079	0.009414365779880394
0.08	0.009538228020278984
0.081	0.009662214247332926
0.082	0.009786324723690332
0.083	0.00991055971283314
0.084	0.010034919479080907
0.085	0.010159404287594006
0.08600000000000001	0.010284014404377593
0.08700000000000001	0.010408750096284936
0.08800000000000001	0.01053361163102125
0.089	0.010658599277147176
0.09	0.01078371330408226
0.091	0.01090895398210932
0.092	0.011034321582377417
0.093	0.011159816376905853
0.094	0.011285438638588196
0.095	0.011411188641195275
0.096	0.011537066659379886
0.097	0.011663072968680166
0.098	0.011789207845522957
0.099	0.011915471567228733
0.1	0.012041864412014446
0.101	0.012168386658997892
0.10200000000000001	0.012295038588201478
0.10300000000000001	0.012421820480556362
0.10400000000000001	0.01254873261790615
0.10500000000000001	0.012675775283010986
0.106	0.01280294875955148
0.107	0.012930253332132869
0.108	0.01305768928628894
0.109	0.013185256908485956
0.11	0.013312956486127141
0.111	0.013440788307556283
0.112	0.013568752662062263
0.113	0.01369684983988286
0.114	0.013825080132209525
0.115	0.0139534438311907
0.116	0.014081941229936692
0.117	0.014210572622523742
0.11800000000000001	0.01433933830399831
0.11900000000000001	0.014468238570381195
0.12000000000000001	0.014597273718672105
0.121	0.014726444046853762
0.122	0.014855749853896436
0.123	0.014985191439762293
0.124	0.015114769105409718
0.125	0.01524448315279779
0.126	0.01537433388489077
0.127	0.015504321605662511
0.128	0.015634446620101213
0.129	0.015764709234213553
0.13	0.01589510975502962
0.131	0.016025648490607277
0.132	0.016156325750036855
0.133	0.016287141843445707
0.134	0.016418097082003095
0.135	0.016549191777924452
0.136	0.016680426244476753
0.137	0.016811800795982462
0.138	0.016943315747825063
0.139	0.017074971416453213
0.14	0.01720676811938598
0.14100000000000001	0.017338706175217725
0.14200000000000002	0.01747078590362258
0.14300000000000002	0.01760300762535989
0.14400000000000002	0.01773537166227842
0.14500000000000002	0.017867878337322146
0.146	0.018000527974534806
0.147	0.01813332089906484
0.148	0.018266257437170606
0.149	0.01839933791622546
0.15	0.01853256266472294
0.151	0.018665932012281502
0.152	0.01879944628965023
0.153	0.018933105828713607
0.154	0.019066910962497116
0.155	0.019200862025172044
0.156	0.019334959352061056
0.157	0.019469203279643677
0.158	0.019603594145561194
0.159	0.019738132288622375
0.16	0.01987281804880865
0.161	0.020007651767279883
0.162	0.020142633786379444
0.163	0.020277764449640034
0.164	0.020413044101789037
0.165	0.020548473088754106
0.166	0.020684051757668874
0.167	0.020819780456878604
0.168	0.020955659535945432
0.169	0.021091689345654765
0.17	0.02122787023802056
0.171	0.021364202566291044
0.17200000000000001	0.021500686684954907
0.17300000000000001	0.021637322949746622
0.17400000000000002	0.02177411171765295
0.17500000000000002	0.02191105334691804
0.17600000000000002	0.02204814819705006
0.177	0.022185396628827146
0.178	0.022322799004302608
0.179	0.022460355686812164
0.18	0.022598067040979167
0.181	0.022735933432720786
0.182	0.022873955229254693
0.183	0.023012132799104672
0.184	0.023150466512107393
0.185	0.023288956739417915
0.186	0.023427603853516943
0.187	0.023566408228216335
0.188	0.02370537023866616
0.189	0.02384449026136027
0.19	0.023983768674143882
0.191	0.024123205856219028
0.192	0.024262802188151782
0.193	0.024402558051878426
0.194	0.024542473830712404
0.195	0.02468254990935051
0.196	0.02482278667388011
0.197	0.02496318451178559
